Source,Target,Type,Id,Label,timeset,Weight
autonomous,yiddish,Undirected,676,1,,1
autonomous,sovietunion,Undirected,677,1,,1
autonomous,economic,Undirected,678,1,,1
activism,counterterrorism,Undirected,679,2,,2
activism,isotope,Undirected,680,1,,1
reasearch,isotope,Undirected,681,1,,1
counter,counterterrorism,Undirected,682,1,,1
counterterrorism,wtf,Undirected,683,1,,1
counterterrorism,crime,Undirected,684,1,,1
counterterrorism,isotope,Undirected,685,1,,1
counterterrorism,earth,Undirected,686,1,,1
counterterrorism,economic,Undirected,687,1,,1
reference,isotope,Undirected,688,1,,1
island,isotope,Undirected,689,1,,1
isotope,earth,Undirected,690,1,,1
isotope,heavy,Undirected,691,1,,1
isotope,physics,Undirected,692,1,,1
isotope,economic,Undirected,693,1,,1
isotope,chart,Undirected,694,1,,1
